Mapped at 0x7fab9b55f000 (0x4e3f68)
Index	S	r	M	M
5346	255	64	242	64
5347	242	230	67	255
5348	181	48	228	51
5349	261	64	245	230
5350	258	51	242	243
5351	218	64	218	243
5352	61	258	242	240
5353	230	64	255	445
5354	255	64	215	230
5355	245	61	242	233
5356	218	61	115	51
5357	245	243	51	242
5358	258	48	242	243
5359	242	64	255	230
5360	255	48	255	230
5361	255	64	242	230
5362	64	245	255	230
5363	366	64	252	48
5364	258	51	242	243
5365	218	64	218	230
5366	64	258	245	243
5367	64	64	255	82
5368	242	64	252	230
5369	258	64	242	243
5370	245	61	255	51
5371	245	246	54	245
5372	197	48	242	64
5373	258	61	245	230
5374	242	64	255	227
5375	258	48	221	227
5376	51	258	255	227
5377	258	61	242	230
5378	242	64	255	230
5379	255	51	242	243
5380	51	51	255	230
5381	61	258	242	240
5382	734	48	242	243
5383	255	51	245	243
5384	242	61	224	125
5385	73	64	242	227
5386	61	255	258	230
5387	245	51	231	230
5388	242	64	255	230
5389	218	61	164	51
5390	258	230	67	234
5391	197	64	255	51
5392	228	51	245	243
5393	245	61	255	221
5394	242	64	252	230
5395	64	218	258	230
5396	255	64	242	231
5397	242	51	258	230
5398	255	48	242	243
5399	242	64	67	64
5400	258	230	64	91
5401	557	64	252	233
5402	255	64	245	243
5403	242	61	255	230
5404	64	258	215	230
5405	64	64	258	230
5406	258	48	242	243
5407	258	64	245	227
5408	255	51	215	230
5409	48	245	255	230
5410	245	61	255	221
5411	242	64	252	230
5412	245	48	164	64
5413	245	230	54	255
5414	197	61	242	64
5415	258	64	242	240
5416	245	61	255	230
5417	242	64	255	227
5418	64	245	255	376
5419	194	61	215	227
5420	624	64	258	218
5421	255	64	242	240
5422	242	64	215	64
5423	64	261	242	243
5424	255	64	242	230
5425	255	51	239	240
5426	245	61	255	230
5427	249	64	218	243
5428	51	242	258	221
5429	258	51	245	243
5430	261	61	242	230
5431	258	48	242	243
5432	64	255	242	243
5433	64	51	239	240
5434	258	61	242	227
5435	245	48	258	230
5436	245	61	242	51
5437	258	230	64	255
5438	258	51	242	243
5439	245	61	249	230
5440	245	61	258	230
5441	112	61	255	230
5442	64	255	221	240
5443	245	61	255	230
5444	242	64	255	230
5445	245	64	218	64
5446	261	221	67	255
5447	194	51	239	64
5448	258	51	242	237
5449	242	64	239	230
5450	221	64	258	230
5451	51	245	252	221
5452	245	64	255	230
5453	218	51	242	1028
5454	258	48	242	240
5455	245	64	255	230
5456	64	258	242	243
5457	242	64	252	230
5458	258	48	266	243
5459	245	61	242	230
5460	258	51	54	64
5461	258	230	64	70
5462	242	64	252	233
5463	245	64	215	243
5464	255	51	242	243
5465	64	64	255	221
5466	64	124	242	240
5467	245	64	258	230
5468	221	61	242	243
5469	245	61	258	51
5470	245	230	64	242
5471	197	61	255	51
5472	245	61	255	221
5473	255	61	242	240
5474	245	48	255	230
5475	64	258	245	240
5476	242	64	252	227
5477	258	48	354	246
5478	242	64	255	145
5479	258	48	54	242
5480	242	258	51	51
5481	258	51	242	243
5482	258	51	242	243
5483	242	64	255	224
5484	64	61	258	218
5485	61	158	245	243
5486	248	61	255	221
5487	245	48	255	230
5488	258	61	245	51
5489	242	230	67	245
5490	181	51	255	61
5491	242	61	255	230
5492	242	64	255	230
5493	255	48	242	227
5494	64	61	255	230
5495	64	176	242	233
5496	258	51	460	243
5497	245	61	255	51
5498	245	64	161	51
5499	245	230	51	255
5500	194	64	215	51
5501	245	61	255	233
5502	258	64	242	243
5503	245	61	218	221
5504	48	258	252	227
5505	218	51	242	243
5506	255	64	245	237
5507	258	64	239	243
5508	64	61	242	243
5509	51	245	255	218
5510	255	51	242	243
5511	245	64	255	230
5512	245	51	164	64
5513	51	242	258	230
5514	61	61	255	230
5515	242	64	518	243
5516	242	48	255	230
5517	242	61	218	54
5518	70	64	245	243
5519	64	118	245	243
5520	255	51	255	227
5521	258	48	242	230
5522	218	64	242	231
5523	64	258	242	221
5524	258	64	242	233
5525	221	61	255	230
5526	242	64	255	230
5527	915	48	51	51
5528	245	237	54	242
5529	246	51	242	64
5530	258	48	242	240
5531	218	64	258	230
5532	215	51	245	231
5533	64	255	245	246
5534	255	64	576	230
5535	258	48	242	243
5536	255	64	242	230
5537	258	51	51	51
5538	245	230	51	61
5539	255	51	245	240
5540	245	64	218	243
5541	245	64	255	221
5542	51	51	255	230
5543	61	245	236	240
5544	242	64	255	233
5545	255	48	255	230
5546	255	64	148	48
5547	245	246	54	242
5548	230	48	255	61
5549	242	64	255	224
5550	258	51	245	243
5551	218	64	255	230
5552	61	255	242	243
5553	242	64	258	469
5554	258	64	242	64
5555	258	61	242	230
5556	258	48	242	243
5557	48	245	252	230
5558	258	51	245	243
5559	255	64	239	227
5560	245	61	237	230
5561	64	258	242	243
5562	61	64	242	233
5563	257	64	218	230
5564	388	64	273	227
5565	230	64	242	51
5566	61	245	239	230
5567	245	64	252	230
5568	245	48	255	230
5569	258	64	148	51
5570	218	221	67	255
5571	258	197	67	61
5572	242	64	228	442
5573	255	61	242	243
5574	230	61	255	230
5575	61	64	255	227
5576	51	172	242	243
5577	218	61	242	240
5578	258	61	242	51
5579	258	61	242	243
5580	64	231	242	243
5581	64	48	242	246
5582	360	64	252	233
5583	215	51	255	230
5584	258	61	239	51
5585	255	230	64	239
5586	231	48	242	64
5587	258	51	242	240
5588	242	64	255	230
5589	215	64	234	230
5590	51	245	255	218
5591	245	64	255	521
5592	255	64	245	243
5593	245	64	255	230
5594	194	48	245	243
5595	51	243	215	243
5596	258	48	245	243
5597	261	61	245	230
5598	261	51	215	227
5599	51	245	255	230
5600	61	64	252	230
5601	224	64	218	243
5602	248	48	258	230
5603	242	64	255	51
5604	242	243	67	218
5605	242	51	255	64
5606	255	51	239	230
5607	240	51	245	243
5608	255	64	242	215
5609	48	245	252	227
5610	230	51	258	600
5611	245	61	255	233
5612	255	51	148	61
5613	245	224	64	255
5614	258	51	242	61
5615	245	64	255	230
5616	242	64	231	230
5617	245	64	252	230
5618	51	245	255	230
5619	51	51	255	218
5620	536	64	255	233
5621	258	61	245	230
5622	242	64	252	64
5623	64	258	242	243
5624	245	61	255	227
5625	258	51	245	231
5626	245	64	252	230
5627	64	221	228	230
5628	48	51	242	240
5629	255	48	242	243
5630	245	64	255	230
5631	258	51	242	240
5632	51	242	255	230
5633	258	48	242	230
5634	245	64	255	230
5635	255	51	255	64
5636	200	230	64	242
5637	248	230	64	64
5638	242	61	255	230
5639	627	64	255	230
5640	255	64	242	227
5641	51	48	242	243
5642	64	185	242	227
5643	258	51	242	243
5644	215	51	239	240
5645	245	64	255	221
5646	48	258	215	243
5647	215	64	252	230
5648	255	51	245	231
5649	242	64	258	230
5650	246	48	54	51
5651	255	230	67	255
5652	255	51	242	230
5653	245	64	218	243
5654	245	64	255	230
5655	51	48	255	230
5656	64	151	233	240
5657	258	61	242	243
5658	682	64	255	227
5659	245	61	258	224
5660	61	242	242	230
5661	255	64	242	227
5662	245	64	252	221
5663	245	64	255	230
5664	136	51	245	243
5665	48	245	215	230
5666	242	64	258	230
5667	258	64	245	243
5668	242	64	258	97
5669	258	61	54	242
5670	245	243	51	48
5671	261	61	245	243
5672	224	61	245	230
5673	178	51	258	230
5674	48	51	255	230
5675	64	218	234	233
5676	242	64	258	230
5677	255	61	236	243
5678	242	64	167	51
5679	242	230	67	245
5680	194	64	242	48
5681	258	64	227	243
5682	258	61	242	230
5683	245	48	255	230
5684	61	267	215	234
5685	64	64	255	227
5686	258	64	242	243
5687	255	51	224	227
5688	242	64	258	230
5689	61	261	239	240
5690	245	61	258	227
5691	242	64	255	230
5692	258	64	242	243
5693	51	245	258	218
5694	48	64	252	230
5695	245	64	255	230
5696	255	51	342	243
5697	242	61	258	51
5698	255	230	67	239
5699	245	61	258	51
5700	255	51	245	243
5701	242	61	255	230
5702	258	48	242	230
5703	48	245	215	234
5704	255	48	242	243
5705	258	51	242	243
5706	245	64	258	64
5707	245	230	67	242
5708	197	64	239	51
5709	1166	51	258	230
5710	242	64	252	236
5711	242	64	255	233
5712	61	242	255	230
5713	255	64	215	230
5714	258	51	242	246
5715	258	64	430	76
5716	242	61	64	215
5717	245	230	54	64
5718	218	61	255	230
5719	242	64	252	230
5720	242	61	255	230
5721	64	64	258	230
5722	48	242	255	221
5723	255	51	242	243
5724	245	64	252	230
5725	258	51	242	243
5726	51	245	255	230
5727	64	64	245	230
5728	258	61	230	243
5729	245	64	258	230
5730	245	61	242	51
5731	258	233	64	242
5732	218	64	239	51
5733	237	51	245	243
5734	258	51	551	243
5735	255	51	242	240
5736	64	258	242	230
5737	255	48	242	240
5738	255	64	242	227
5739	218	61	255	230
5740	242	61	255	218
5741	64	242	255	221
5742	221	51	239	243
5743	242	51	255	230
5744	258	51	245	246
5745	61	227	215	230
5746	51	64	831	218
5747	242	64	258	233
5748	258	51	218	230
5749	248	64	258	97
5750	51	64	258	230
5751	48	224	236	224
5752	255	51	242	240
5753	242	64	591	243
5754	255	51	151	64
5755	245	243	51	242
5756	194	64	255	51
5757	245	61	255	230
5758	255	51	242	243
5759	245	61	242	230
5760	64	245	255	218
5761	258	64	242	240
5762	245	61	255	230
5763	242	64	255	230
5764	245	64	70	61
5765	245	243	51	166
5766	258	51	242	240
5767	245	61	255	230
5768	255	51	221	230
5769	255	64	242	227
5770	64	224	255	230
5771	242	61	215	240
5772	255	51	666	243
5773	231	51	242	230
5774	245	64	109	64
5775	242	230	64	255
5776	218	61	255	230
5777	255	48	245	221
5778	245	64	255	230
5779	243	61	242	221
5780	51	255	258	218
5781	258	48	242	227
5782	266	64	252	233
5783	467	64	242	51
5784	48	242	255	227
5785	64	51	215	230
5786	258	51	239	243
5787	248	48	255	230
5788	258	61	215	61
5789	64	218	255	227
5790	242	64	258	230
5791	242	48	255	445
5792	258	61	242	243
5793	242	64	255	230
5794	48	245	255	218
5795	242	64	255	230
5796	245	64	255	230
5797	255	51	239	230
5798	64	255	245	230
5799	51	51	245	243
5800	255	51	242	243
5801	351	64	252	233
5802	255	61	239	51
5803	242	243	54	245
5804	258	61	242	243
5805	242	64	252	227
5806	258	48	242	230
5807	258	64	255	227
5808	61	218	231	233
5809	242	64	255	230
5810	233	64	252	521
5811	255	64	215	243
5812	61	255	245	243
5813	51	64	258	230
5814	258	51	245	240
5815	255	61	242	230
5816	242	64	255	230
5817	64	255	242	243
5818	536	51	255	233
5819	245	61	255	230
5820	424	64	252	124
5821	222	51	242	243
5822	51	245	255	233
5823	255	51	242	240
5824	245	61	255	227
5825	258	51	230	64
5826	258	230	67	255
5827	194	61	224	64
5828	245	61	255	218
5829	242	64	255	609
5830	218	64	242	227
5831	64	258	242	243
5832	242	61	242	230
5833	245	51	255	230
5834	258	48	242	240
5835	245	64	106	51
5836	242	230	67	258
5837	248	61	234	230
5838	255	51	239	243
5839	461	48	242	243
5840	230	64	218	243
5841	61	258	245	243
5842	237	51	242	230
5843	242	64	221	243
5844	242	64	255	233
5845	51	245	252	230
5846	64	64	218	234
5847	255	51	242	230
5848	227	61	258	230
5849	245	61	218	64
5850	255	230	67	242
5851	242	64	258	51
5852	255	51	215	230
5853	245	61	255	230
5854	218	51	258	230
5855	64	279	242	227
5856	258	51	242	243
5857	218	64	242	230
5858	636	64	218	230
5859	48	245	255	230
5860	61	64	230	243
5861	258	61	245	230
5862	242	64	255	230
5863	255	64	230	61
5864	258	230	67	258
5865	258	48	215	227
5866	258	48	215	230
5867	245	61	258	230
5868	245	51	242	243
5869	51	255	218	243
5870	258	64	221	243
5871	245	61	255	230
5872	221	61	167	51
5873	258	230	64	228
5874	255	64	242	64
5875	231	48	242	243
5876	245	61	255	221
5877	255	64	245	240
5878	51	218	242	243
5879	64	61	258	230
5880	258	64	245	230
5881	255	48	230	230
5882	245	61	255	230
5883	64	245	239	230
5884	245	64	218	231
5885	258	64	242	243
5886	255	64	245	51
5887	51	245	243	227
5888	242	64	255	230
5889	242	48	255	227
5890	258	64	242	240
5891	245	51	64	64
5892	245	230	51	64
5893	245	64	255	221
5894	258	48	242	243
5895	242	51	255	230
5896	64	61	418	243
5897	48	139	255	230
5898	245	64	255	230
5899	245	64	255	230
5900	258	51	242	64
5901	242	243	54	239
5902	194	64	242	64
5903	245	64	215	240
5904	242	61	255	230
5905	242	64	258	230
5906	64	245	239	230
5907	255	51	218	230
5908	258	61	242	243
5909	234	48	242	240
5910	233	48	236	227
5911	64	258	242	243
5912	218	64	258	230
5913	242	64	255	218
5914	245	64	252	51
5915	218	512	64	255
5916	191	64	258	51
5917	255	64	239	243
5918	227	61	258	230
5919	258	51	245	243
5920	48	245	255	230
5921	258	48	224	230
5922	258	51	215	221
5923	258	48	242	240
5924	230	64	218	230
5925	64	242	242	230
5926	245	64	258	230
5927	258	51	230	227
5928	242	51	885	64
5929	255	233	67	252
5930	184	48	255	64
5931	245	48	255	230
5932	224	48	255	230
5933	255	64	242	231
5934	64	255	439	243
5935	61	64	245	230
5936	261	64	242	243
5937	255	51	242	243
5938	242	61	255	51
5939	64	258	242	243
5940	261	48	242	243
5941	255	51	242	218
5942	258	61	242	243
5943	51	245	252	230
5944	64	61	215	243
5945	245	64	255	230
5946	255	51	245	243
5947	245	64	218	227
5948	64	258	245	243
5949	234	48	245	243
5950	245	61	233	230
5951	221	48	242	243
5952	218	48	54	51
5953	245	654	51	48
5954	258	61	242	243
5955	218	61	242	230
5956	255	64	239	234
5957	242	64	255	230
5958	64	215	255	230
5959	258	51	242	243
5960	245	64	258	221
5961	245	61	224	64
5962	245	243	54	242
5963	264	48	242	64
5964	258	51	215	230
5965	800	48	242	221
5966	242	48	255	230
5967	64	258	245	243
5968	61	51	242	243
5969	258	64	242	230
5970	218	51	242	246
5971	242	64	255	64
5972	258	230	67	230
5973	258	51	242	64
5974	215	48	224	243
5975	255	51	255	230
5976	242	64	255	230
5977	64	242	255	230
5978	245	64	258	230
5979	258	48	242	218
5980	258	64	258	51
5981	245	230	64	242
5982	246	51	245	64
5983	255	51	242	243
5984	258	64	239	243
5985	258	48	242	240
5986	51	267	255	230
5987	61	64	242	243
5988	245	61	242	221
5989	218	64	255	230
5990	255	51	239	64
5991	245	243	54	351
5992	242	64	258	230
5993	242	64	255	230
5994	258	61	242	243
5995	245	48	242	230
5996	64	258	242	230
5997	242	61	255	233
5998	258	48	245	231
5999	245	64	164	64
6000	697	230	67	227
6001	230	243	54	245
6002	258	64	242	64
6003	245	61	255	230
6004	255	51	242	243
6005	242	64	215	243
6006	51	245	255	230
6007	242	61	255	230
6008	215	64	227	227
6009	245	64	167	64
6010	218	240	54	457
6011	242	61	258	51
6012	245	48	255	230
6013	218	51	239	240
6014	255	51	242	221
6015	64	255	242	243
6016	51	51	215	230
6017	258	61	242	243
6018	242	48	255	230
6019	245	61	221	51
6020	333	243	54	245
6021	255	64	239	243
6022	245	64	255	230
6023	258	51	218	230
6024	245	61	255	230
6025	64	255	242	243
6026	245	61	258	227
6027	221	48	255	227
6028	218	51	245	64
6029	64	258	242	470
6030	51	51	242	243
6031	218	61	255	230
6032	258	64	239	218
6033	258	51	239	64
6034	245	224	64	255
6035	242	64	255	233
6036	255	64	242	230
6037	797	48	242	240
6038	164	255	245	240
6039	51	254	255	230
6040	218	51	245	64
6041	255	48	255	221
6042	258	51	245	240
6043	51	51	218	230
6044	61	64	252	233
6045	242	51	255	227
6046	258	61	218	243
6047	245	64	255	51
6048	258	233	51	585
6049	242	51	231	233
6050	258	51	245	243
6051	242	64	258	230
6052	258	51	245	240
6053	48	245	258	230
6054	255	51	242	243
6055	245	61	258	221
6056	245	51	255	227
6057	51	258	252	227
6058	64	51	242	243
6059	261	64	242	230
6060	242	64	252	230
6061	255	64	239	51
6062	245	230	67	242
6063	245	64	242	51
6064	245	48	255	230
6065	255	51	218	233
6066	248	64	255	230
6067	64	258	242	243
6068	258	51	255	230
6069	245	64	218	243
6070	245	64	161	51
6071	258	233	51	255
6072	212	64	221	64
6073	258	61	1212	221
6074	245	64	252	230
6075	245	64	258	227
6076	51	48	242	243
6077	64	406	255	230
6078	245	61	255	221
6079	245	51	255	230
6080	218	51	148	64
6081	258	230	64	239
6082	181	51	258	64
6083	258	51	242	243
6084	255	64	218	243
6085	255	48	242	240
6086	51	245	215	243
6087	242	64	255	230
6088	255	64	242	243
6089	245	64	231	227
6090	258	51	245	64
6091	245	243	51	242
6092	258	51	245	231
6093	245	64	252	227
6094	255	51	239	240
6095	151	51	242	243
6096	61	497	255	227
6097	255	51	239	227
6098	255	48	242	243
6099	242	64	255	145
6100	116	51	242	243
6101	48	221	218	243
6102	261	48	242	243
6103	242	64	218	240
6104	245	61	218	243
6105	64	258	239	243
6106	64	51	242	243
6107	255	48	242	240
6108	261	48	242	243
6109	245	61	255	51
6110	255	230	67	888
6111	197	48	245	243
6112	245	64	255	227
6113	258	48	242	243
6114	255	51	245	243
6115	48	566	255	230
6116	245	48	255	230
6117	242	61	255	230
6118	242	51	255	230
6119	237	64	242	227
6120	51	245	255	230
6121	255	48	245	243
6122	242	64	228	230
6123	258	48	151	64
6124	245	243	51	242
6125	197	64	243	51
6126	242	64	218	231
6127	245	48	228	227
6128	258	48	245	230
6129	64	258	242	230
6130	242	61	215	227
6131	245	61	255	230
6132	218	51	245	243
6133	200	64	255	221
6134	64	255	330	243
6135	215	64	255	230
6136	258	48	242	234
6137	248	61	255	51
6138	255	224	64	255
6139	194	64	258	51
6140	258	61	245	230
6141	245	61	215	221
6142	245	61	255	230
6143	51	242	255	230
6144	233	64	215	243
6145	242	61	255	230
6146	258	51	242	243
6147	245	51	494	230
6148	51	255	255	230
6149	242	64	255	230
6150	255	51	242	237
6151	224	64	245	243
6152	64	245	242	230
6153	51	51	582	231
6154	258	48	242	240
6155	242	64	258	227
6156	255	48	242	64
6157	245	230	51	255
6158	258	48	242	64
6159	258	64	239	233
6160	245	48	255	221
6161	258	61	255	227
6162	64	258	242	240
6163	258	61	242	230
6164	245	64	255	233
6165	242	64	258	230
6166	48	242	255	227
6167	64	61	215	243
6168	245	51	255	230
6169	246	51	242	243
6170	218	64	224	243
6171	51	245	255	230
6172	221	61	533	243
6173	255	61	245	230
6174	242	61	161	64
6175	255	230	67	255
6176	209	61	242	64
6177	258	48	242	240
6178	245	61	255	230
6179	258	48	242	231
6180	51	255	255	230
6181	245	51	258	230
6182	918	51	242	240
6183	258	48	242	179
6184	258	48	54	242
6185	245	230	64	51
6186	255	51	242	240
6187	242	51	252	233
6188	242	64	218	243
6189	51	245	252	233
6190	64	64	258	230
6191	245	64	606	243
6192	245	61	255	230
6193	218	61	255	51
6194	258	230	64	215
6195	194	51	242	64
6196	215	64	258	230
6197	245	64	255	221
6198	255	64	245	218
6199	51	218	224	243
6200	258	61	242	243
6201	246	48	242	243
6202	245	51	228	230
6203	258	48	67	61
6204	255	230	67	258
6205	245	64	231	230
6206	258	51	242	230
6207	245	64	255	230
6208	218	64	258	221
6209	64	258	242	227
6210	258	51	682	243
6211	215	61	245	243
6212	245	61	255	221
6213	64	64	255	230
6214	48	218	255	227
6215	245	61	255	230
6216	258	51	242	243
6217	242	64	164	51
6218	51	242	255	230
6219	64	858	258	230
6220	224	61	215	243
6221	245	64	255	230
6222	242	51	258	230
6223	82	61	258	221
6224	51	242	255	230
6225	258	51	242	243
6226	242	64	255	221
6227	218	61	234	51
6228	255	230	67	255
6229	194	61	215	61
6230	245	64	255	230
6231	242	64	255	230
6232	258	64	245	227
6233	64	245	242	230
6234	245	64	255	230
6235	258	51	239	218
6236	258	61	242	145
6237	258	51	54	242
6238	242	243	54	51
6239	351	64	255	233
6240	255	64	242	236
6241	242	61	255	227
6242	64	258	245	243
6243	48	51	242	243
6244	258	64	242	243
6245	242	61	255	230
6246	218	61	228	48
6247	245	246	51	242
6248	258	48	242	64
6249	242	64	224	230
6250	255	48	242	246
6251	245	64	255	230
6252	64	258	215	230
6253	258	61	242	243
6254	237	51	242	227
6255	245	61	221	61
6256	227	243	51	242
6257	181	48	255	64
6258	415	64	215	230
6259	255	64	242	230
6260	218	64	258	227
6261	64	258	239	234
6262	245	61	255	230
6263	258	64	242	243
6264	245	51	255	230
6265	64	61	215	240
6266	51	218	215	230
6267	245	64	255	512
6268	242	51	258	230
6269	255	48	151	51
6270	242	243	54	242
6271	194	64	258	64
6272	245	61	255	230
6273	255	51	242	240
6274	245	61	255	230
6275	64	258	245	243
6276	48	51	242	230
6277	506	64	215	230
6278	242	64	255	218
6279	258	48	242	221
6280	48	258	255	230
6281	218	64	258	230
6282	261	48	245	243
6283	245	48	255	64
6284	245	224	51	234
6285	200	48	242	64
6286	255	64	242	667
6287	255	51	215	230
6288	258	51	245	243
6289	51	245	258	230
6290	61	64	258	221
6291	245	64	255	227
6292	258	51	245	243
6293	245	64	255	221
6294	64	258	242	243
6295	242	64	255	233
6296	606	64	221	230
6297	242	51	258	64
6298	258	233	64	255
6299	197	61	242	64
6300	245	61	242	230
6301	245	61	258	227
6302	258	48	242	243
6303	51	258	218	243
6304	245	64	255	233
6305	242	64	252	227
6306	258	48	242	230
6307	64	61	218	243
6308	64	64	245	243
6309	258	64	242	227
6310	258	51	215	230
6311	258	51	245	64
6312	224	246	54	242
6313	197	61	255	51
6314	245	64	255	230
6315	218	64	255	230
6316	258	48	245	240
6317	64	258	242	243
6318	221	61	255	230
6319	258	48	242	221
6320	242	64	252	230
6321	64	64	221	230
6322	51	242	234	227
6323	258	51	242	243
6324	245	64	218	243
6325	242	61	164	51
6326	48	242	255	230
6327	64	64	252	227
6328	245	64	255	230
6329	258	51	242	243
6330	245	61	255	224
6331	64	242	242	230
6332	245	61	258	51
6333	255	51	242	218
6334	245	64	218	243
6335	245	64	67	64
6336	255	227	67	64
6337	258	48	242	243
6338	245	61	258	230
6339	255	51	255	227
6340	64	64	255	230
6341	64	51	242	231
6342	242	61	255	227
6343	245	64	258	230
6344	258	48	242	64
6345	242	243	51	242
6346	194	64	255	51
6347	245	48	243	230
6348	261	48	242	230
6349	248	64	255	230
6350	64	258	218	227
